id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/13/value,qualifier/16/value,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2736290843,97,43,1,13,2,8l30dsub3sutr6j3ruvk650xc,1,0,0,2024-10-20T11:28:16.423Z,2024-10-20T11:28:33Z,5298284641,144,74,5298283723,56,Back,5298283725,285,0,,,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736290851,98,5,1,13,2,8l30dsub3sutr6j3ruvk650xc,1,10.7,102,2024-10-20T11:28:17.128Z,2024-10-20T11:44:52Z,5298283803,233,160,5298283763,347,,5298283761,56,Back,,,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736290867,160,5,1,13,2,36tr17foeaf9ejjmt2txuoy3y,0,89.3,-2,2024-10-20T11:28:17.128Z,2024-10-20T11:44:53Z,5298283793,56,Right,5298283867,233,98,5298283795,347,,,,,,,,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291055,99,1,1,13,20,8l30dsub3sutr6j3ruvk650xc,0,8.1,100,2024-10-20T11:28:35.079Z,2024-10-20T11:28:36Z,5298284759,213,5.82,5298284757,212,25.6,5298284755,141,85.1,5298284753,140,29.9,5298284799,189,,5298284749,107,,5298284751,56,Back,5298284761,1,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291067,161,49,1,13,22,36tr17foeaf9ejjmt2txuoy3y,1,73.4,40.6,2024-10-20T11:28:37.019Z,2024-10-20T11:28:37Z,,,,,,,,,,,,,,,,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291083,162,1,1,13,22,36tr17foeaf9ejjmt2txuoy3y,1,73.4,40.6,2024-10-20T11:28:37.066Z,2024-10-20T11:28:39Z,5298284925,141,41.5,5298284923,140,61.4,5298284921,56,Center,5298284929,213,3.09,5298284927,212,12.6,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291131,163,1,1,13,24,36tr17foeaf9ejjmt2txuoy3y,1,60.7,40.7,2024-10-20T11:28:38.859Z,2024-10-20T11:28:41Z,5298285153,213,4.92,5298285147,140,63.7,5298285151,212,15.4,5298285149,141,18.6,5298285145,56,Right,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291183,164,1,1,13,29,36tr17foeaf9ejjmt2txuoy3y,1,67.9,19.1,2024-10-20T11:28:43.643Z,2024-10-20T11:28:46Z,5298285449,141,44.2,5298285447,140,53.2,5298285451,212,23.0,5298285445,56,Center,5298285453,213,2.31,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291205,165,1,1,13,32,36tr17foeaf9ejjmt2txuoy3y,1,50.4,42.1,2024-10-20T11:28:46.491Z,2024-10-20T11:28:49Z,5298285583,141,48.2,5298285589,213,0.50,5298285587,212,8.7,5298285577,56,Center,5298285579,140,57.7,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291231,166,1,1,13,34,36tr17foeaf9ejjmt2txuoy3y,1,54.5,41.6,2024-10-20T11:28:48.875Z,2024-10-20T11:28:51Z,5298285681,213,5.00,5298285675,140,61.8,5298285673,56,Right,5298285679,212,27.1,5298285677,141,3.4,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291267,167,1,1,13,36,36tr17foeaf9ejjmt2txuoy3y,1,61.8,3.4,2024-10-20T11:28:51.083Z,2024-10-20T11:28:55Z,5298285901,56,Back,5298285909,213,2.82,5298285907,212,15.5,5298285903,140,47.8,5298285905,141,10.7,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291299,168,1,1,13,41,36tr17foeaf9ejjmt2txuoy3y,1,45.1,12.8,2024-10-20T11:28:55.483Z,2024-10-20T11:28:57Z,5298286111,213,6.21,5298286109,212,16.8,5298286107,141,11.0,5298286103,56,Right,5298286105,140,61.1,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291319,169,1,1,13,43,36tr17foeaf9ejjmt2txuoy3y,1,61.2,11,2024-10-20T11:28:57.387Z,2024-10-20T11:29:00Z,5298286261,141,7.7,5298286267,213,4.99,5298286263,212,2.3,5298286255,140,61.8,5298286253,56,Right,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291333,170,1,1,13,45,36tr17foeaf9ejjmt2txuoy3y,1,61.8,7.7,2024-10-20T11:28:59.883Z,2024-10-20T11:40:52Z,5298286329,213,3.97,5298286327,212,3.6,5298286321,56,Right,5298286323,140,59.5,5298286325,141,3.8,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291337,171,1,1,13,45,36tr17foeaf9ejjmt2txuoy3y,0,59.5,3.8,2024-10-20T11:29:00.006Z,2024-10-20T11:29:02Z,5298286351,56,Right,5298286381,236,,5298286359,213,0.19,5298286357,212,2.1,5298286387,286,,5298286383,233,100,5298286353,140,61.5,5298286355,141,4.4,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291325,100,74,1,13,45,8l30dsub3sutr6j3ruvk650xc,1,34.4,97.8,2024-10-20T11:29:00.007Z,2024-10-20T11:29:01Z,5298286281,56,Back,5298286407,233,171,5298286283,285,,,,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291331,101,5,1,13,46,8l30dsub3sutr6j3ruvk650xc,0,36,101.6,2024-10-20T11:29:00.454Z,2024-10-20T11:29:04Z,5298286477,233,172,5298286319,347,,5298286317,56,Back,,,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291355,172,5,1,13,46,36tr17foeaf9ejjmt2txuoy3y,1,64,-1.6,2024-10-20T11:29:00.454Z,2024-10-20T11:44:53Z,5298286451,56,Right,5298286471,233,101,5298286453,347,,,,,,,,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291455,173,1,1,13,53,36tr17foeaf9ejjmt2txuoy3y,1,62.5,0,2024-10-20T11:29:08.059Z,2024-10-20T11:29:13Z,5298287061,1,,5298287049,107,,5298287051,56,Back,5298287053,140,30.9,5298287055,141,5.2,5298287057,212,33.5,5298287059,213,3.00,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291499,174,1,1,13,59,36tr17foeaf9ejjmt2txuoy3y,1,35.1,7.1,2024-10-20T11:29:13.435Z,2024-10-20T11:29:17Z,5298287291,141,37.1,5298287287,56,Back,5298287289,140,26.9,5298287293,212,22.1,5298287295,213,1.97,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291535,175,1,1,14,3,36tr17foeaf9ejjmt2txuoy3y,1,28.1,41.5,2024-10-20T11:29:17.291Z,2024-10-20T11:29:20Z,5298287459,140,28.9,5298287457,56,Back,5298287465,213,1.48,5298287463,212,8.9,5298287461,141,54.5,,,,,,,,,,1vejfm6fcp0xeyk30r6hv79wp,A. Yamashita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291555,176,1,1,14,6,36tr17foeaf9ejjmt2txuoy3y,1,34.2,47.8,2024-10-20T11:29:20.634Z,2024-10-20T11:29:22Z,5298287569,140,46.4,5298287571,141,47.0,5298287565,56,Back,5298287575,213,6.24,5298287573,212,12.8,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291601,177,1,1,14,8,36tr17foeaf9ejjmt2txuoy3y,1,46.4,47,2024-10-20T11:29:22.538Z,2024-10-20T11:29:30Z,5298287857,141,78.1,5298287859,212,22.4,5298287861,213,1.90,5298287853,56,Back,5298287855,140,39.5,,,,,,,,,,cm84oje8txj7m34zuhhv68ct1,K. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291627,178,1,1,14,16,36tr17foeaf9ejjmt2txuoy3y,1,54.4,84.8,2024-10-20T11:29:30.315Z,2024-10-20T11:29:33Z,5298288011,212,18.2,5298288009,141,68.2,5298288007,140,40.8,5298288013,213,3.81,5298288005,56,Back,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291659,179,1,1,14,18,36tr17foeaf9ejjmt2txuoy3y,1,43,67.3,2024-10-20T11:29:33.067Z,2024-10-20T11:29:35Z,5298288187,213,4.83,5298288185,212,16.8,5298288183,141,42.8,5298288181,140,44.9,5298288179,56,Back,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291691,180,1,1,14,20,36tr17foeaf9ejjmt2txuoy3y,1,44.9,42.8,2024-10-20T11:29:35.083Z,2024-10-20T11:29:38Z,5298288331,56,Back,5298288333,140,45.7,5298288343,213,4.76,5298288337,141,17.6,5298288339,212,17.2,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291719,181,1,1,14,23,36tr17foeaf9ejjmt2txuoy3y,1,43.5,17.4,2024-10-20T11:29:38.123Z,2024-10-20T11:29:41Z,5298288501,140,38.8,5298288499,56,Back,5298288507,213,1.89,5298288505,212,15.8,5298288503,141,39.4,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291737,182,1,1,14,27,36tr17foeaf9ejjmt2txuoy3y,0,35.4,47,2024-10-20T11:29:41.275Z,2024-10-20T11:29:43Z,5298288591,140,61.3,5298288589,56,Center,5298288599,1,,5298288597,213,0.59,5298288593,141,73.5,5298288595,212,32.6,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291749,102,49,1,14,29,8l30dsub3sutr6j3ruvk650xc,1,45.1,12.5,2024-10-20T11:29:44.199Z,2024-10-20T11:29:44Z,,,,,,,,,,,,,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291769,103,1,1,14,29,8l30dsub3sutr6j3ruvk650xc,1,45.1,12.5,2024-10-20T11:29:44.230Z,2024-10-20T11:29:46Z,5298288787,140,62.6,5298288791,212,19.6,5298288789,141,22.4,5298288785,56,Center,5298288793,213,0.35,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291783,104,1,1,14,31,8l30dsub3sutr6j3ruvk650xc,1,62.6,22.4,2024-10-20T11:29:45.895Z,2024-10-20T11:29:47Z,5298288863,212,3.8,5298288865,213,4.49,5298288857,56,Right,5298288859,140,61.8,5298288869,156,,5298288861,141,17.0,,,,,,,5ye5h1o9ndhfeqdi8mh4f9une,K. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291821,105,1,1,14,33,8l30dsub3sutr6j3ruvk650xc,0,61.1,15.9,2024-10-20T11:29:47.831Z,2024-10-20T11:29:50Z,5298289021,140,84.7,5298289027,213,0.82,5298289029,1,,5298289019,56,Center,5298289017,155,,5298289023,141,55.2,5298289025,212,36.4,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291827,183,12,1,14,35,36tr17foeaf9ejjmt2txuoy3y,1,20.9,47.2,2024-10-20T11:29:50.171Z,2024-10-20T11:29:52Z,5298289061,213,2.00,5298289111,15,,5298289059,212,12.7,5298289057,141,64.2,5298289053,56,Back,5298289055,140,15.8,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291855,184,1,1,14,37,36tr17foeaf9ejjmt2txuoy3y,1,15.8,64.2,2024-10-20T11:29:51.963Z,2024-10-20T11:29:53Z,5298289235,213,3.74,5298289221,56,Back,5298289223,140,6.6,5298289231,212,11.7,5298289217,3,,5298289227,141,54.6,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736291857,185,49,1,14,39,36tr17foeaf9ejjmt2txuoy3y,1,6.6,54.6,2024-10-20T11:29:53.515Z,2024-10-20T11:29:53Z,,,,,,,,,,,,,,,,,,,,,,,,,1vejfm6fcp0xeyk30r6hv79wp,A. Yamashita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292099,186,1,1,14,57,36tr17foeaf9ejjmt2txuoy3y,1,12.4,48.7,2024-10-20T11:30:11.915Z,2024-10-20T11:30:15Z,5298290455,213,4.78,5298290453,212,14.7,5298290447,56,Back,5298290451,141,27.1,5298290449,140,13.3,,,,,,,,,,1vejfm6fcp0xeyk30r6hv79wp,A. Yamashita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292175,187,1,1,15,0,36tr17foeaf9ejjmt2txuoy3y,1,14.1,24.4,2024-10-20T11:30:15.179Z,2024-10-20T11:30:20Z,5298290805,140,8.7,5298290803,56,Back,5298290811,213,1.96,5298290807,141,44.9,5298290809,212,15.0,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292231,188,1,1,15,6,36tr17foeaf9ejjmt2txuoy3y,1,14.2,49.9,2024-10-20T11:30:20.619Z,2024-10-20T11:30:25Z,5298291083,213,1.48,5298291075,56,Back,5298291081,212,15.4,5298291079,141,72.4,5298291077,140,15.5,,,,,,,,,,1vejfm6fcp0xeyk30r6hv79wp,A. Yamashita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292275,189,1,1,15,11,36tr17foeaf9ejjmt2txuoy3y,1,22.4,69.3,2024-10-20T11:30:25.707Z,2024-10-20T11:30:29Z,5298291257,140,28.7,5298291259,141,67.5,5298291263,213,6.10,5298291255,56,Back,5298291261,212,6.7,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292311,190,1,1,15,14,36tr17foeaf9ejjmt2txuoy3y,1,28.1,68.8,2024-10-20T11:30:28.955Z,2024-10-20T11:30:31Z,5298291419,141,55.7,5298291417,140,20.7,5298291423,213,4.00,5298291415,56,Back,5298291421,212,11.8,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292341,191,1,1,15,17,36tr17foeaf9ejjmt2txuoy3y,1,19.4,53.7,2024-10-20T11:30:31.402Z,2024-10-20T11:30:34Z,5298291553,213,4.92,5298291545,56,Back,5298291547,140,23.9,5298291549,141,21.2,5298291551,212,22.6,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292367,192,1,1,15,19,36tr17foeaf9ejjmt2txuoy3y,1,30.1,20.4,2024-10-20T11:30:34.251Z,2024-10-20T11:30:36Z,5298291669,56,Back,5298291671,140,37.7,5298291673,141,18.6,5298291675,212,8.1,5298291677,213,6.13,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292389,193,1,1,15,21,36tr17foeaf9ejjmt2txuoy3y,1,36.5,14.9,2024-10-20T11:30:36.043Z,2024-10-20T11:30:37Z,5298291799,141,4.6,5298291797,140,42.9,5298291801,212,9.7,5298291795,56,Back,5298291803,213,5.48,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292429,194,1,1,15,23,36tr17foeaf9ejjmt2txuoy3y,1,44.6,4,2024-10-20T11:30:37.835Z,2024-10-20T11:30:40Z,5298292021,213,2.69,5298292017,141,13.8,5298292019,212,15.4,5298292015,140,31.4,5298292013,56,Back,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292455,195,1,1,15,26,36tr17foeaf9ejjmt2txuoy3y,1,35.1,10.1,2024-10-20T11:30:40.715Z,2024-10-20T11:30:43Z,5298292195,212,20.7,5298292193,141,36.0,5298292197,213,2.13,5298292189,56,Back,5298292191,140,24.7,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292545,196,1,1,15,29,36tr17foeaf9ejjmt2txuoy3y,1,23.9,38.9,2024-10-20T11:30:43.853Z,2024-10-20T11:30:49Z,5298292561,140,56.4,5298292557,56,Left,5298292567,213,0.74,5298292565,212,46.2,5298292563,141,84.8,5298292553,155,,5298292571,1,,,,,1vejfm6fcp0xeyk30r6hv79wp,A. Yamashita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292659,197,2,1,15,35,36tr17foeaf9ejjmt2txuoy3y,1,69.8,93.2,2024-10-20T11:30:49.676Z,2024-10-20T15:53:48Z,5298293175,56,Left,5298293173,7,10d8jj5vwrmib55tth0isfvft,5298293177,140,79.8,5298293179,141,87.5,,,,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292631,106,55,1,15,35,8l30dsub3sutr6j3ruvk650xc,1,23.1,19.2,2024-10-20T11:30:49.677Z,2024-10-20T15:53:45Z,,,,,,,,,,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292731,107,1,1,15,48,8l30dsub3sutr6j3ruvk650xc,1,18.2,10,2024-10-20T11:31:02.711Z,2024-10-20T11:31:04Z,5298293499,141,34.5,5298293495,140,23.3,5298293503,212,17.5,5298293505,213,1.26,5298293491,56,Back,5298293489,241,,5298293513,189,,5298293485,5,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292745,108,1,1,15,50,8l30dsub3sutr6j3ruvk650xc,1,23.6,34.8,2024-10-20T11:31:04.711Z,2024-10-20T11:43:03Z,5298293573,213,2.58,5298293567,140,9.5,5298293569,141,48.4,5298293565,56,Back,5298293571,212,17.5,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292777,109,1,1,15,51,8l30dsub3sutr6j3ruvk650xc,1,9.5,48.4,2024-10-20T11:31:05.623Z,2024-10-20T11:31:07Z,5298293715,140,11.0,5298293713,56,Back,5298293719,212,8.8,5298293717,141,35.7,5298293721,213,4.89,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292783,110,1,1,15,52,8l30dsub3sutr6j3ruvk650xc,1,11,35.7,2024-10-20T11:31:06.567Z,2024-10-20T11:43:08Z,5298293741,140,22.7,5298293747,213,0.00,5298293745,212,12.3,5298293743,141,35.7,5298293739,56,Back,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292801,111,1,1,15,53,8l30dsub3sutr6j3ruvk650xc,1,22.7,35.7,2024-10-20T11:31:07.639Z,2024-10-20T11:31:10Z,5298293845,56,Back,5298293849,141,27.6,5298293847,140,17.8,5298293851,212,7.5,5298293853,213,3.96,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292829,112,1,1,15,55,8l30dsub3sutr6j3ruvk650xc,1,19.3,22.8,2024-10-20T11:31:10.231Z,2024-10-20T11:43:15Z,5298293979,56,Back,5298293981,140,23.9,5298293983,141,4.1,5298293985,212,13.6,5298293987,213,5.08,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292839,113,3,1,15,56,8l30dsub3sutr6j3ruvk650xc,0,29.6,3.5,2024-10-20T11:31:10.907Z,2024-10-20T15:54:10Z,5298294035,56,Back,5298294069,233,198,5299953375,465,,5298294037,285,,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292819,198,7,1,15,56,36tr17foeaf9ejjmt2txuoy3y,1,70.4,96.5,2024-10-20T11:31:10.908Z,2024-10-20T15:54:11Z,5298293943,56,Left,5298293945,286,,5298294039,233,113,5299953549,385,,5298293941,167,,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292845,114,5,1,15,57,8l30dsub3sutr6j3ruvk650xc,1,26.8,-1.8,2024-10-20T11:31:11.851Z,2024-10-20T11:44:53Z,5298294055,56,Back,5298294085,233,199,5298294061,347,,,,,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736292835,199,5,1,15,57,36tr17foeaf9ejjmt2txuoy3y,0,73.2,101.8,2024-10-20T11:31:11.851Z,2024-10-20T11:31:15Z,5298294007,347,,5298294123,233,114,5298294005,56,Left,,,,,,,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736293017,115,1,1,16,8,8l30dsub3sutr6j3ruvk650xc,1,32.2,0,2024-10-20T11:31:22.871Z,2024-10-20T11:31:24Z,5298294871,107,,5298294879,212,14.0,5298294877,141,13.2,5298294881,213,2.37,5298294875,140,22.6,5298294873,56,Back,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736293047,116,1,1,16,10,8l30dsub3sutr6j3ruvk650xc,1,21.9,14.7,2024-10-20T11:31:24.407Z,2024-10-20T11:31:26Z,5298295039,212,25.8,5298295037,141,50.9,5298295033,56,Back,5298295035,140,14.5,5298295041,213,1.88,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736293077,117,1,1,16,12,8l30dsub3sutr6j3ruvk650xc,1,14.5,50.9,2024-10-20T11:31:26.359Z,2024-10-20T11:31:29Z,5298295215,140,6.3,5298295213,56,Back,5298295223,212,12.1,5298295227,213,3.92,5298295219,141,38.3,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736293133,118,1,1,16,14,8l30dsub3sutr6j3ruvk650xc,1,6.3,36.3,2024-10-20T11:31:29.047Z,2024-10-20T11:31:31Z,5298295487,213,0.20,5298295485,212,12.8,5298295483,141,40.0,5298295481,140,18.3,5298295477,56,Back,,,,,,,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736293149,119,1,1,16,17,8l30dsub3sutr6j3ruvk650xc,1,18.3,40,2024-10-20T11:31:31.543Z,2024-10-20T11:31:33Z,5298295579,56,Back,5298295613,156,,5298295581,140,12.9,5298295585,212,16.4,5298295583,141,62.7,5298295587,213,1.92,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736293205,120,1,1,16,19,8l30dsub3sutr6j3ruvk650xc,1,13.5,64.9,2024-10-20T11:31:33.383Z,2024-10-20T11:31:36Z,5298295837,213,0.93,5298295835,212,23.6,5298295833,141,92.6,5298295827,56,Back,5298295831,140,27.0,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
